arabic
بِسْمِ ٱللَّهِ
وَٱنطَلَقَ ٱلْمَلَأُ
مَا سَمِعْنَا
أَءُنزِلَ عَلَيْهِ
أَمْ لَهُم
جُندٌ مَّا
وَثَمُودُ وَقَوْمُ
إِن كُلٌّ
وَمَا يَنظُرُ
وَقَالُوا۟ رَبَّنَا
ٱصْبِرْ عَلَىٰ
إِنَّا سَخَّرْنَا
وَٱلطَّيْرَ مَحْشُورَةً
وَشَدَدْنَا مُلْكَهُۥ
إِنَّ هَٰذَآ
فَغَفَرْنَا لَهُۥ
يَٰدَاوُۥدُ إِنَّا
أَمْ نَجْعَلُ
كِتَٰبٌ أَنزَلْنَٰهُ
وَوَهَبْنَا لِدَاوُۥدَ
إِذْ عُرِضَ
فَقَالَ إِنِّىٓ
رُدُّوهَا عَلَىَّ
فَسَخَّرْنَا لَهُ
وَٱلشَّيَٰطِينَ كُلَّ
وَءَاخَرِينَ مُقَرَّنِينَ
هَٰذَا عَطَآؤُنَا
وَإِنَّ لَهُۥ
وَٱذْكُرْ عَبْدَنَآ
ٱرْكُضْ بِرِجْلِكَ
وَخُذْ بِيَدِكَ
وَٱذْكُرْ عِبَٰدَنَآ
إِنَّآ أَخْلَصْنَٰهُم
وَإِنَّهُمْ عِندَنَا
وَٱذْكُرْ إِسْمَٰعِيلَ
هَٰذَا ذِكْرٌ
مُتَّكِـِٔينَ فِيهَا
هَٰذَا وَإِنَّ
هَٰذَا فَلْيَذُوقُوهُ
وَءَاخَرُ مِن
هَٰذَا فَوْجٌ
أَتَّخَذْنَٰهُمْ سِخْرِيًّا
إِنَّ ذَٰلِكَ
رَبُّ ٱلسَّمَٰوَٰتِ
أَنتُمْ عَنْهُ
إِن يُوحَىٰٓ
قَالَ أَنَا۠
قَالَ فَبِعِزَّتِكَ
قَالَ فَٱلْحَقُّ
لَأَمْلَأَنَّ جَهَنَّمَ
وَلَتَعْلَمُنَّ نَبَأَهُۥ
أَلَا لِلَّهِ
لَّوْ أَرَادَ
خَلَقَكُم مِّن
إِن تَكْفُرُوا۟
أَمَّنْ هُوَ
قُلْ يَٰعِبَادِ
وَأُمِرْتُ لِأَنْ
قُلِ ٱللَّهَ
فَٱعْبُدُوا۟ مَا
وَٱلَّذِينَ ٱجْتَنَبُوا۟
ٱلَّذِينَ يَسْتَمِعُونَ
أَفَمَنْ حَقَّ
أَفَمَن شَرَحَ
ٱللَّهُ نَزَّلَ
أَفَمَن يَتَّقِى
كَذَّبَ ٱلَّذِينَ
فَأَذَاقَهُمُ ٱللَّهُ
قُرْءَانًا عَرَبِيًّا
إِنَّكَ مَيِّتٌ
وَٱلَّذِى جَآءَ
لِيُكَفِّرَ ٱللَّهُ
مَن يَأْتِيهِ
ٱللَّهُ يَتَوَفَّى
قُل لِّلَّهِ
وَإِذَا ذُكِرَ
فَإِذَا مَسَّ
قَدْ قَالَهَا
أَوَلَمْ يَعْلَمُوٓا۟
قُلْ يَٰعِبَادِىَ
وَأَنِيبُوٓا۟ إِلَىٰ
وَٱتَّبِعُوٓا۟ أَحْسَنَ
أَن تَقُولَ
بَلَىٰ قَدْ
وَيَوْمَ ٱلْقِيَٰمَةِ
وَيُنَجِّى ٱللَّهُ
ٱللَّهُ خَٰلِقُ
لَّهُۥ مَقَالِيدُ
قُلْ أَفَغَيْرَ
وَلَقَدْ أُوحِىَ
بَلِ ٱللَّهَ
وَأَشْرَقَتِ ٱلْأَرْضُ
وَوُفِّيَتْ كُلُّ
قِيلَ ٱدْخُلُوٓا۟
وَتَرَى ٱلْمَلَٰٓئِكَةَ
غَافِرِ ٱلذَّنۢبِ
مَا يُجَٰدِلُ
وَكَذَٰلِكَ حَقَّتْ
ٱلَّذِينَ يَحْمِلُونَ
رَبَّنَا وَأَدْخِلْهُمْ
وَقِهِمُ ٱلسَّيِّـَٔاتِ
قَالُوا۟ رَبَّنَآ
ذَٰلِكُم بِأَنَّهُۥٓ
فَٱدْعُوا۟ ٱللَّهَ
رَفِيعُ ٱلدَّرَجَٰتِ
يَوْمَ هُم
ٱلْيَوْمَ تُجْزَىٰ
يَعْلَمُ خَآئِنَةَ
وَٱللَّهُ يَقْضِى
وَقَالَ رَجُلٌ
يَٰقَوْمِ لَكُمُ
مِثْلَ دَأْبِ
وَيَٰقَوْمِ إِنِّىٓ
يَوْمَ تُوَلُّونَ
وَلَقَدْ جَآءَكُمْ
ٱلَّذِينَ يُجَٰدِلُونَ
أَسْبَٰبَ ٱلسَّمَٰوَٰتِ
يَٰقَوْمِ إِنَّمَا
وَيَٰقَوْمِ مَا
تَدْعُونَنِى لِأَكْفُرَ
فَسَتَذْكُرُونَ مَآ
فَوَقَىٰهُ ٱللَّهُ
ٱلنَّارُ يُعْرَضُونَ
وَإِذْ يَتَحَآجُّونَ
إِنَّا لَنَنصُرُ
هُدًى وَذِكْرَىٰ
لَخَلْقُ ٱلسَّمَٰوَٰتِ
وَقَالَ رَبُّكُمُ
كَذَٰلِكَ يُؤْفَكُ
هُوَ ٱلْحَىُّ
إِذِ ٱلْأَغْلَٰلُ
فِى ٱلْحَمِيمِ
ذَٰلِكُم بِمَا
ٱدْخُلُوٓا۟ أَبْوَٰبَ
وَيُرِيكُمْ ءَايَٰتِهِۦ
فَلَمَّا رَأَوْا۟
فَلَمْ يَكُ
تَنزِيلٌ مِّنَ
كِتَٰبٌ فُصِّلَتْ
بَشِيرًا وَنَذِيرًا
ٱلَّذِينَ لَا
قُلْ أَئِنَّكُمْ
وَجَعَلَ فِيهَا
ثُمَّ ٱسْتَوَىٰٓ
فَقَضَىٰهُنَّ سَبْعَ
إِذْ جَآءَتْهُمُ
فَأَمَّا عَادٌ
فَأَرْسَلْنَا عَلَيْهِمْ
وَأَمَّا ثَمُودُ
وَنَجَّيْنَا ٱلَّذِينَ
وَيَوْمَ يُحْشَرُ
وَقَالُوا۟ لِجُلُودِهِمْ
وَمَا كُنتُمْ
وَذَٰلِكُمْ ظَنُّكُمُ
فَإِن يَصْبِرُوا۟
وَقَيَّضْنَا لَهُمْ
فَلَنُذِيقَنَّ ٱلَّذِينَ
ذَٰلِكَ جَزَآءُ
نَحْنُ أَوْلِيَآؤُكُمْ
نُزُلًا مِّنْ
وَلَا تَسْتَوِى
وَمَا يُلَقَّىٰهَآ
فَإِنِ ٱسْتَكْبَرُوا۟
لَّا يَأْتِيهِ
مَّا يُقَالُ
مَّنْ عَمِلَ
إِلَيْهِ يُرَدُّ
وَضَلَّ عَنْهُم
لَّا يَسْـَٔمُ
سَنُرِيهِمْ ءَايَٰتِنَا
عٓسٓقٓ
كَذَٰلِكَ يُوحِىٓ
وَمَا ٱخْتَلَفْتُمْ
فَاطِرُ ٱلسَّمَٰوَٰتِ
لَهُۥ مَقَالِيدُ
شَرَعَ لَكُم
وَمَا تَفَرَّقُوٓا۟
فَلِذَٰلِكَ فَٱدْعُ
وَٱلَّذِينَ يُحَآجُّونَ
ٱللَّهُ ٱلَّذِىٓ
يَسْتَعْجِلُ بِهَا
ٱللَّهُ لَطِيفٌۢ
تَرَى ٱلظَّٰلِمِينَ
ذَٰلِكَ ٱلَّذِى
وَيَسْتَجِيبُ ٱلَّذِينَ
وَلَوْ بَسَطَ
وَمَآ أَصَٰبَكُم
أَوْ يُوبِقْهُنَّ
وَيَعْلَمَ ٱلَّذِينَ
فَمَآ أُوتِيتُم
وَٱلَّذِينَ يَجْتَنِبُونَ
وَٱلَّذِينَ ٱسْتَجَابُوا۟
وَجَزَٰٓؤُا۟ سَيِّئَةٍ
وَلَمَنِ ٱنتَصَرَ
وَلَمَن صَبَرَ
وَمَن يُضْلِلِ
وَتَرَىٰهُمْ يُعْرَضُونَ
ٱسْتَجِيبُوا۟ لِرَبِّكُم
لِّلَّهِ مُلْكُ
أَوْ يُزَوِّجُهُمْ
صِرَٰطِ ٱللَّهِ
إِنَّا جَعَلْنَٰهُ
وَإِنَّهُۥ فِىٓ
أَفَنَضْرِبُ عَنكُمُ
وَكَمْ أَرْسَلْنَا
فَأَهْلَكْنَآ أَشَدَّ
وَٱلَّذِى نَزَّلَ
وَٱلَّذِى خَلَقَ
لِتَسْتَوُۥا۟ عَلَىٰ
وَإِنَّآ إِلَىٰ
وَجَعَلُوا۟ لَهُۥ
أَمِ ٱتَّخَذَ
أَوَمَن يُنَشَّؤُا۟
وَجَعَلُوا۟ ٱلْمَلَٰٓئِكَةَ
أَمْ ءَاتَيْنَٰهُمْ
وَكَذَٰلِكَ مَآ
قَٰلَ أَوَلَوْ
إِلَّا ٱلَّذِى
وَجَعَلَهَا كَلِمَةًۢ
بَلْ مَتَّعْتُ
وَلَمَّا جَآءَهُمُ
أَهُمْ يَقْسِمُونَ
وَلِبُيُوتِهِمْ أَبْوَٰبًا
وَزُخْرُفًا وَإِن
وَمَن يَعْشُ
وَإِنَّهُمْ لَيَصُدُّونَهُمْ
وَلَن يَنفَعَكُمُ
أَفَأَنتَ تُسْمِعُ
فَإِمَّا نَذْهَبَنَّ
أَوْ نُرِيَنَّكَ
فَٱسْتَمْسِكْ بِٱلَّذِىٓ
وَإِنَّهُۥ لَذِكْرٌ
وَسْـَٔلْ مَنْ
وَمَا نُرِيهِم
وَقَالُوا۟ يَٰٓأَيُّهَ
وَنَادَىٰ فِرْعَوْنُ
أَمْ أَنَا۠
فَلَوْلَآ أُلْقِىَ
فَٱسْتَخَفَّ قَوْمَهُۥ
فَلَمَّآ ءَاسَفُونَا
فَجَعَلْنَٰهُمْ سَلَفًا
وَلَمَّا ضُرِبَ
وَقَالُوٓا۟ ءَأَٰلِهَتُنَا
وَإِنَّهُۥ لَعِلْمٌ
وَلَا يَصُدَّنَّكُمُ
ٱلْأَخِلَّآءُ يَوْمَئِذٍۭ
يَٰعِبَادِ لَا
ٱدْخُلُوا۟ ٱلْجَنَّةَ
وَتِلْكَ ٱلْجَنَّةُ
لَا يُفَتَّرُ
وَنَادَوْا۟ يَٰمَٰلِكُ
لَقَدْ جِئْنَٰكُم
أَمْ أَبْرَمُوٓا۟
أَمْ يَحْسَبُونَ
سُبْحَٰنَ رَبِّ
وَتَبَارَكَ ٱلَّذِى
وَلَا يَمْلِكُ
وَقِيلِهِۦ يَٰرَبِّ
فَٱصْفَحْ عَنْهُمْ
فِيهَا يُفْرَقُ
أَمْرًا مِّنْ
رَحْمَةً مِّن
رَبِّ ٱلسَّمَٰوَٰتِ
لَآ إِلَٰهَ
بَلْ هُمْ
فَٱرْتَقِبْ يَوْمَ
يَغْشَى ٱلنَّاسَ
رَّبَّنَا ٱكْشِفْ
أَنَّىٰ لَهُمُ
ثُمَّ تَوَلَّوْا۟
إِنَّا كَاشِفُوا۟
يَوْمَ نَبْطِشُ
أَنْ أَدُّوٓا۟
وَأَن لَّا
وَإِنِّى عُذْتُ
وَإِن لَّمْ
فَأَسْرِ بِعِبَادِى
وَٱتْرُكِ ٱلْبَحْرَ
كَمْ تَرَكُوا۟
وَزُرُوعٍ وَمَقَامٍ
وَنَعْمَةٍ كَانُوا۟
فَمَا بَكَتْ
وَلَقَدْ نَجَّيْنَا
مِن فِرْعَوْنَ
وَلَقَدِ ٱخْتَرْنَٰهُمْ
وَءَاتَيْنَٰهُم مِّنَ
فَأْتُوا۟ بِـَٔابَآئِنَآ
أَهُمْ خَيْرٌ
مَا خَلَقْنَٰهُمَآ
إِنَّ شَجَرَتَ
طَعَامُ ٱلْأَثِيمِ
كَٱلْمُهْلِ يَغْلِى
كَغَلْىِ ٱلْحَمِيمِ
خُذُوهُ فَٱعْتِلُوهُ
ثُمَّ صُبُّوا۟
ذُقْ إِنَّكَ
يَلْبَسُونَ مِن
كَذَٰلِكَ وَزَوَّجْنَٰهُم
يَدْعُونَ فِيهَا
لَا يَذُوقُونَ
فَضْلًا مِّن
فَٱرْتَقِبْ إِنَّهُم
وَفِى خَلْقِكُمْ
وَٱخْتِلَٰفِ ٱلَّيْلِ
وَيْلٌ لِّكُلِّ
يَسْمَعُ ءَايَٰتِ
وَإِذَا عَلِمَ
مِّن وَرَآئِهِمْ
هَٰذَا هُدًى
وَسَخَّرَ لَكُم
وَءَاتَيْنَٰهُم بَيِّنَٰتٍ
ثُمَّ جَعَلْنَٰكَ
إِنَّهُمْ لَن
هَٰذَا بَصَٰٓئِرُ
وَخَلَقَ ٱللَّهُ
أَفَرَءَيْتَ مَنِ
وَتَرَىٰ كُلَّ
هَٰذَا كِتَٰبُنَا
وَقِيلَ ٱلْيَوْمَ
ذَٰلِكُم بِأَنَّكُمُ
فَلِلَّهِ ٱلْحَمْدُ
وَلَهُ ٱلْكِبْرِيَآءُ
مَا خَلَقْنَا
وَمَنْ أَضَلُّ
وَإِذَا حُشِرَ
وَمِن قَبْلِهِۦ
وَٱلَّذِى قَالَ
وَٱذْكُرْ أَخَا
تُدَمِّرُ كُلَّ
وَلَقَدْ مَكَّنَّٰهُمْ
فَلَوْلَا نَصَرَهُمُ
وَإِذْ صَرَفْنَآ
قَالُوا۟ يَٰقَوْمَنَآ
يَٰقَوْمَنَآ أَجِيبُوا۟
وَمَن لَّا
فَٱصْبِرْ كَمَا
فَإِذَا لَقِيتُمُ
سَيَهْدِيهِمْ وَيُصْلِحُ
وَيُدْخِلُهُمُ ٱلْجَنَّةَ
وَٱلَّذِينَ ٱهْتَدَوْا۟
فَهَلْ يَنظُرُونَ
فَٱعْلَمْ أَنَّهُۥ
طَاعَةٌ وَقَوْلٌ
فَهَلْ عَسَيْتُمْ
وَلَنَبْلُوَنَّكُمْ حَتَّىٰ
فَلَا تَهِنُوا۟
إِنَّمَا ٱلْحَيَوٰةُ
إِن يَسْـَٔلْكُمُوهَا
لِّيَغْفِرَ لَكَ
وَيَنصُرَكَ ٱللَّهُ
لِّيُدْخِلَ ٱلْمُؤْمِنِينَ
وَيُعَذِّبَ ٱلْمُنَٰفِقِينَ
وَلِلَّهِ جُنُودُ
لِّتُؤْمِنُوا۟ بِٱللَّهِ
سَيَقُولُ لَكَ
بَلْ ظَنَنتُمْ
سَيَقُولُ ٱلْمُخَلَّفُونَ
قُل لِّلْمُخَلَّفِينَ
لَّقَدْ رَضِىَ
وَمَغَانِمَ كَثِيرَةً
وَعَدَكُمُ ٱللَّهُ
وَأُخْرَىٰ لَمْ
وَلَوْ قَٰتَلَكُمُ
إِذْ جَعَلَ
لَّقَدْ صَدَقَ
مُّحَمَّدٌ رَّسُولُ
وَٱعْلَمُوٓا۟ أَنَّ
فَضْلًا مِّنَ
وَإِن طَآئِفَتَانِ
قَالَتِ ٱلْأَعْرَابُ
قُلْ أَتُعَلِّمُونَ
يَمُنُّونَ عَلَيْكَ
بَلْ عَجِبُوٓا۟
قَدْ عَلِمْنَا
أَفَلَمْ يَنظُرُوٓا۟
تَبْصِرَةً وَذِكْرَىٰ
وَنَزَّلْنَا مِنَ
وَٱلنَّخْلَ بَاسِقَٰتٍ
رِّزْقًا لِّلْعِبَادِ
وَعَادٌ وَفِرْعَوْنُ
وَأَصْحَٰبُ ٱلْأَيْكَةِ
أَفَعَيِينَا بِٱلْخَلْقِ
إِذْ يَتَلَقَّى
مَّا يَلْفِظُ
وَجَآءَتْ سَكْرَةُ
وَجَآءَتْ كُلُّ
لَّقَدْ كُنتَ
وَقَالَ قَرِينُهُۥ
أَلْقِيَا فِى
قَالَ قَرِينُهُۥ
مَا يُبَدَّلُ
يَوْمَ نَقُولُ
مَّنْ خَشِىَ
وَٱسْتَمِعْ يَوْمَ
يَوْمَ يَسْمَعُونَ
يَوْمَ تَشَقَّقُ
فَٱلْحَٰمِلَٰتِ وِقْرًا
فَٱلْجَٰرِيَٰتِ يُسْرًا
فَٱلْمُقَسِّمَٰتِ أَمْرًا
وَإِنَّ ٱلدِّينَ
إِنَّكُمْ لَفِى
يُؤْفَكُ عَنْهُ
قُتِلَ ٱلْخَرَّٰصُونَ
يَسْـَٔلُونَ أَيَّانَ
يَوْمَ هُمْ
ذُوقُوا۟ فِتْنَتَكُمْ
ءَاخِذِينَ مَآ
كَانُوا۟ قَلِيلًا
وَبِٱلْأَسْحَارِ هُمْ
وَفِىٓ أَمْوَٰلِهِمْ
وَفِىٓ أَنفُسِكُمْ
وَفِى ٱلسَّمَآءِ
فَوَرَبِّ ٱلسَّمَآءِ
فَقَرَّبَهُۥٓ إِلَيْهِمْ
فَأَوْجَسَ مِنْهُمْ
فَأَقْبَلَتِ ٱمْرَأَتُهُۥ
قَالُوا۟ كَذَٰلِكِ
لِنُرْسِلَ عَلَيْهِمْ
فَأَخْرَجْنَا مَن
فَمَا وَجَدْنَا
وَتَرَكْنَا فِيهَآ
وَفِى مُوسَىٰٓ
فَتَوَلَّىٰ بِرُكْنِهِۦ
وَفِى عَادٍ
مَا تَذَرُ
وَفِى ثَمُودَ
فَعَتَوْا۟ عَنْ
فَمَا ٱسْتَطَٰعُوا۟
وَٱلسَّمَآءَ بَنَيْنَٰهَا
وَٱلْأَرْضَ فَرَشْنَٰهَا
وَمِن كُلِّ
فَفِرُّوٓا۟ إِلَى
كَذَٰلِكَ مَآ
أَتَوَاصَوْا۟ بِهِۦ
وَذَكِّرْ فَإِنَّ
وَمَا خَلَقْتُ
مَآ أُرِيدُ
فَإِنَّ لِلَّذِينَ
وَكِتَٰبٍ مَّسْطُورٍ
فِى رَقٍّ
وَٱلْبَيْتِ ٱلْمَعْمُورِ
وَٱلسَّقْفِ ٱلْمَرْفُوعِ
وَٱلْبَحْرِ ٱلْمَسْجُورِ
مَّا لَهُۥ
يَوْمَ تَمُورُ
وَتَسِيرُ ٱلْجِبَالُ
فَوَيْلٌ يَوْمَئِذٍ
يَوْمَ يُدَعُّونَ
هَٰذِهِ ٱلنَّارُ
أَفَسِحْرٌ هَٰذَآ
ٱصْلَوْهَا فَٱصْبِرُوٓا۟
فَٰكِهِينَ بِمَآ
وَأَمْدَدْنَٰهُم بِفَٰكِهَةٍ
يَتَنَٰزَعُونَ فِيهَا
فَمَنَّ ٱللَّهُ
إِنَّا كُنَّا
فَذَكِّرْ فَمَآ
قُلْ تَرَبَّصُوا۟
أَمْ تَأْمُرُهُمْ
فَلْيَأْتُوا۟ بِحَدِيثٍ
أَمْ خُلِقُوا۟
أَمْ خَلَقُوا۟
أَمْ لَهُ
أَمْ يُرِيدُونَ
فَذَرْهُمْ حَتَّىٰ
وَإِنَّ لِلَّذِينَ
وَٱصْبِرْ لِحُكْمِ
مَا ضَلَّ
وَمَا يَنطِقُ
عَلَّمَهُۥ شَدِيدُ
ذُو مِرَّةٍ
وَهُوَ بِٱلْأُفُقِ
ثُمَّ دَنَا
فَكَانَ قَابَ
فَأَوْحَىٰٓ إِلَىٰ
مَا كَذَبَ
أَفَتُمَٰرُونَهُۥ عَلَىٰ
عِندَ سِدْرَةِ
عِندَهَا جَنَّةُ
إِذْ يَغْشَى
مَا زَاغَ
لَقَدْ رَأَىٰ
أَفَرَءَيْتُمُ ٱللَّٰتَ
وَمَنَوٰةَ ٱلثَّالِثَةَ
أَلَكُمُ ٱلذَّكَرُ
تِلْكَ إِذًا
أَمْ لِلْإِنسَٰنِ
فَلِلَّهِ ٱلْـَٔاخِرَةُ
وَمَا لَهُم
فَأَعْرِضْ عَن
ذَٰلِكَ مَبْلَغُهُم
ٱلَّذِينَ يَجْتَنِبُونَ
وَأَعْطَىٰ قَلِيلًا
أَعِندَهُۥ عِلْمُ
وَإِبْرَٰهِيمَ ٱلَّذِى
أَلَّا تَزِرُ
وَأَن لَّيْسَ
وَأَنَّ سَعْيَهُۥ
ثُمَّ يُجْزَىٰهُ
وَأَنَّ إِلَىٰ
وَأَنَّهُۥ خَلَقَ
وَأَنَّ عَلَيْهِ
وَأَنَّهُۥٓ أَهْلَكَ
وَثَمُودَا۟ فَمَآ
وَٱلْمُؤْتَفِكَةَ أَهْوَىٰ
فَغَشَّىٰهَا مَا
هَٰذَا نَذِيرٌ
أَزِفَتِ ٱلْـَٔازِفَةُ
لَيْسَ لَهَا
أَفَمِنْ هَٰذَا
وَتَضْحَكُونَ وَلَا
وَأَنتُمْ سَٰمِدُونَ
فَٱسْجُدُوا۟ لِلَّهِ
وَكَذَّبُوا۟ وَٱتَّبَعُوٓا۟
وَلَقَدْ جَآءَهُم
حِكْمَةٌۢ بَٰلِغَةٌ
خُشَّعًا أَبْصَٰرُهُمْ
مُّهْطِعِينَ إِلَى
فَفَتَحْنَآ أَبْوَٰبَ
وَفَجَّرْنَا ٱلْأَرْضَ
وَحَمَلْنَٰهُ عَلَىٰ
تَجْرِى بِأَعْيُنِنَا
وَلَقَد تَّرَكْنَٰهَآ
تَنزِعُ ٱلنَّاسَ
فَقَالُوٓا۟ أَبَشَرًا
أَءُلْقِىَ ٱلذِّكْرُ
سَيَعْلَمُونَ غَدًا
إِنَّا مُرْسِلُوا۟
وَنَبِّئْهُمْ أَنَّ
فَنَادَوْا۟ صَاحِبَهُمْ
نِّعْمَةً مِّنْ
وَلَقَدْ أَنذَرَهُم
وَلَقَدْ رَٰوَدُوهُ
وَلَقَدْ صَبَّحَهُم
فَذُوقُوا۟ عَذَابِى
وَلَقَدْ جَآءَ
كَذَّبُوا۟ بِـَٔايَٰتِنَا
أَكُفَّارُكُمْ خَيْرٌ
سَيُهْزَمُ ٱلْجَمْعُ
بَلِ ٱلسَّاعَةُ
يَوْمَ يُسْحَبُونَ
إِنَّا كُلَّ
وَمَآ أَمْرُنَآ
وَلَقَدْ أَهْلَكْنَآ
وَكُلُّ شَىْءٍ
وَكُلُّ صَغِيرٍ
فِى مَقْعَدِ
عَلَّمَ ٱلْقُرْءَانَ
عَلَّمَهُ ٱلْبَيَانَ
ٱلشَّمْسُ وَٱلْقَمَرُ
وَٱلنَّجْمُ وَٱلشَّجَرُ
وَٱلسَّمَآءَ رَفَعَهَا
أَلَّا تَطْغَوْا۟
وَأَقِيمُوا۟ ٱلْوَزْنَ
وَٱلْأَرْضَ وَضَعَهَا
فِيهَا فَٰكِهَةٌ
وَٱلْحَبُّ ذُو
وَخَلَقَ ٱلْجَآنَّ
رَبُّ ٱلْمَشْرِقَيْنِ
مَرَجَ ٱلْبَحْرَيْنِ
بَيْنَهُمَا بَرْزَخٌ
يَخْرُجُ مِنْهُمَا
وَلَهُ ٱلْجَوَارِ
كُلُّ مَنْ
وَيَبْقَىٰ وَجْهُ
يَسْـَٔلُهُۥ مَن
سَنَفْرُغُ لَكُمْ
يُرْسَلُ عَلَيْكُمَا
فَإِذَا ٱنشَقَّتِ
يُعْرَفُ ٱلْمُجْرِمُونَ
يَطُوفُونَ بَيْنَهَا
وَلِمَنْ خَافَ
ذَوَاتَآ أَفْنَانٍ
فِيهِمَا مِن
فِيهِنَّ قَٰصِرَٰتُ
كَأَنَّهُنَّ ٱلْيَاقُوتُ
هَلْ جَزَآءُ
وَمِن دُونِهِمَا
مُدْهَآمَّتَانِ
فِيهِمَا فَٰكِهَةٌ
فِيهِنَّ خَيْرَٰتٌ
حُورٌ مَّقْصُورَٰتٌ
لَمْ يَطْمِثْهُنَّ
تَبَٰرَكَ ٱسْمُ
لَيْسَ لِوَقْعَتِهَا
خَافِضَةٌ رَّافِعَةٌ
إِذَا رُجَّتِ
وَبُسَّتِ ٱلْجِبَالُ
فَكَانَتْ هَبَآءً
وَكُنتُمْ أَزْوَٰجًا
فَأَصْحَٰبُ ٱلْمَيْمَنَةِ
وَأَصْحَٰبُ ٱلْمَشْـَٔمَةِ
وَٱلسَّٰبِقُونَ ٱلسَّٰبِقُونَ
أُو۟لَٰٓئِكَ ٱلْمُقَرَّبُونَ
وَقَلِيلٌ مِّنَ
مُّتَّكِـِٔينَ عَلَيْهَا
يَطُوفُ عَلَيْهِمْ
بِأَكْوَابٍ وَأَبَارِيقَ
لَّا يُصَدَّعُونَ
وَفَٰكِهَةٍ مِّمَّا
وَلَحْمِ طَيْرٍ
وَحُورٌ عِينٌ
كَأَمْثَٰلِ ٱللُّؤْلُؤِ
جَزَآءًۢ بِمَا
إِلَّا قِيلًا
وَأَصْحَٰبُ ٱلْيَمِينِ
فِى سِدْرٍ
وَطَلْحٍ مَّنضُودٍ
وَظِلٍّ مَّمْدُودٍ
وَمَآءٍ مَّسْكُوبٍ
وَفَٰكِهَةٍ كَثِيرَةٍ
لَّا مَقْطُوعَةٍ
وَفُرُشٍ مَّرْفُوعَةٍ
إِنَّآ أَنشَأْنَٰهُنَّ
فَجَعَلْنَٰهُنَّ أَبْكَارًا
عُرُبًا أَتْرَابًا
لِّأَصْحَٰبِ ٱلْيَمِينِ
وَثُلَّةٌ مِّنَ
وَأَصْحَٰبُ ٱلشِّمَالِ
فِى سَمُومٍ
وَظِلٍّ مِّن
لَّا بَارِدٍ
وَكَانُوا۟ يُصِرُّونَ
وَكَانُوا۟ يَقُولُونَ
لَمَجْمُوعُونَ إِلَىٰ
لَـَٔاكِلُونَ مِن
فَمَالِـُٔونَ مِنْهَا
فَشَٰرِبُونَ عَلَيْهِ
فَشَٰرِبُونَ شُرْبَ
هَٰذَا نُزُلُهُمْ
نَحْنُ خَلَقْنَٰكُمْ
ءَأَنتُمْ تَخْلُقُونَهُۥٓ
نَحْنُ قَدَّرْنَا
ءَأَنتُمْ تَزْرَعُونَهُۥٓ
إِنَّا لَمُغْرَمُونَ
أَفَرَءَيْتُمُ ٱلْمَآءَ
ءَأَنتُمْ أَنزَلْتُمُوهُ
أَفَرَءَيْتُمُ ٱلنَّارَ
ءَأَنتُمْ أَنشَأْتُمْ
نَحْنُ جَعَلْنَٰهَا
وَإِنَّهُۥ لَقَسَمٌ
إِنَّهُۥ لَقُرْءَانٌ
فِى كِتَٰبٍ
لَّا يَمَسُّهُۥٓ
أَفَبِهَٰذَا ٱلْحَدِيثِ
وَتَجْعَلُونَ رِزْقَكُمْ
فَلَوْلَآ إِذَا
وَأَنتُمْ حِينَئِذٍ
وَنَحْنُ أَقْرَبُ
فَلَوْلَآ إِن
تَرْجِعُونَهَآ إِن
فَأَمَّآ إِن
فَرَوْحٌ وَرَيْحَانٌ
فَسَلَٰمٌ لَّكَ
فَنُزُلٌ مِّنْ
وَتَصْلِيَةُ جَحِيمٍ
لَهُۥ مُلْكُ
هُوَ ٱلْأَوَّلُ
لَّهُۥ مُلْكُ
ءَامِنُوا۟ بِٱللَّهِ
يَوْمَ تَرَى
يَوْمَ يَقُولُ
يُنَادُونَهُمْ أَلَمْ
أَلَمْ يَأْنِ
إِنَّ ٱلْمُصَّدِّقِينَ
ٱعْلَمُوٓا۟ أَنَّمَا
سَابِقُوٓا۟ إِلَىٰ
لِّكَيْلَا تَأْسَوْا۟
ثُمَّ قَفَّيْنَا
لِّئَلَّا يَعْلَمَ
ٱلَّذِينَ يُظَٰهِرُونَ
وَٱلَّذِينَ يُظَٰهِرُونَ
فَمَن لَّمْ
إِنَّمَا ٱلنَّجْوَىٰ
ءَأَشْفَقْتُمْ أَن
لَّن تُغْنِىَ
ٱسْتَحْوَذَ عَلَيْهِمُ
كَتَبَ ٱللَّهُ
لَّا تَجِدُ
مَا قَطَعْتُم
وَمَآ أَفَآءَ
مَّآ أَفَآءَ
لِلْفُقَرَآءِ ٱلْمُهَٰجِرِينَ
وَٱلَّذِينَ تَبَوَّءُو
وَٱلَّذِينَ جَآءُو
لَئِنْ أُخْرِجُوا۟
لَأَنتُمْ أَشَدُّ
لَا يُقَٰتِلُونَكُمْ
كَمَثَلِ ٱلَّذِينَ
كَمَثَلِ ٱلشَّيْطَٰنِ
فَكَانَ عَٰقِبَتَهُمَآ
لَا يَسْتَوِىٓ
لَوْ أَنزَلْنَا
إِن يَثْقَفُوكُمْ
لَن تَنفَعَكُمْ
عَسَى ٱللَّهُ
لَّا يَنْهَىٰكُمُ
إِنَّمَا يَنْهَىٰكُمُ
وَإِن فَاتَكُمْ
كَبُرَ مَقْتًا
